circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,序章,,,,,1,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Drive my Life,Nana Takahashi,ELEMENTAS,ELEMENTAS,幽雅に咲かせ、墨染の桜　～ Border of Life,2,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Crime'n' Punishment,,8STYLE feAt. MK ALLSTARS*,,六十年目の東方裁判　～ Fate of Sixty Years,3,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,ヤクモノミコト,,Neiziro,,夜が降りてくる　～ Evening Star:ネクロファンタジア,4,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,萃　～ Missing Relics,,聖,,御伽の国の鬼が島　～ Missing Power,5,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Jamming in the moon,,Issay:Geist Jazz Band,,千年幻想郷　～ History of the Moon,6,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,La Festa del Vento,,serry,,風神少女,7,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,UNknown 404.,,SHU:GUCCI,,U.N.オーエンは彼女なのか？,8,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,恋のごぉすと☆あんさんぶる,Shihori,Yassie,Yassie,幽霊楽団　～ Phantom Ensemble,9,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Psy-Phone,Shihori,ELEMENTAS,ELEMENTAS,竹取飛翔　～ Lunatic Princess,10,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Requiem For A Nightmare,,zikee,,亡き王女の為のセプテット,11,コミックマーケット72
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的紅蓮烈火弾～,Waltz For Venus,,Akira-kun,,上海紅茶館　～ Chinese Tea,12,コミックマーケット72
