circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Theme of SOUND HOLIC Feat. TOHO～序章～,,Yu-ko,,,1,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Stinking Violet NeK.～黒死蝶～,,SDHC Polta-G Orchestra,,ネクロファンタジア,2,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,La luna del 31 dicembre～十六夜～,,Issay:Geist Jazz Band,,月時計　～ ルナ・ダイアル,3,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Guilty Melty Love～愛罪～,,Issay:Geist Jazz Band,,六十年目の東方裁判　～ Fate of Sixty Years,4,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Swallowtail butterfly～胡蝶夢～,,Masato Kobayashi,,幽雅に咲かせ、墨染の桜　～ Border of Life,5,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Amulet of the Zodiac～封～,,SDHC Polta-G Orchestra,,少女綺想曲　～ Dream Battle,6,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Loreley～夜雀～,,Issay:Geist Jazz Band,,もう歌しか聞こえない,7,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Sister Flandre～眷族～,,Tuck.よしひさ,,U.N.オーエンは彼女なのか？,8,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,A Technical Piece for Piano～音弾幕～,,Yu-ko,,彼岸帰航　～ Riverside View,9,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,Phantom Magic Orchestra～合葬～,,SDHC Polta-G Orchestra,,幽霊楽団　～ Phantom Ensemble,10,コミックマーケット71
SOUND HOLIC,SOUND HOLIC MEETS TOHO～東方的幽幻奏曲集～,blue moon Jazz～蒼月～,,Tuck.よしひさ,,竹取飛翔　～ Lunatic Princess,11,コミックマーケット71
