circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,the Dream of Scarlet,,どぶウサギ,,赤より紅い夢,1,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,Devil's Go Through the Night,,どぶウサギ,,妖魔夜行,2,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,おてんば恋娘　～ the Foolish Girl,,どぶウサギ,,おてんば恋娘,3,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,上海紅茶館　～ Chinese Tea,,どぶウサギ,,上海紅茶館　～ Chinese Tea,4,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,明治十七年の上海少女,,どぶウサギ,,明治十七年の上海アリス,5,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,少女密室　～ the Locked Girl,,どぶウサギ,,ラクトガール　～ 少女密室,6,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,メイドの血と過去を刻む懐中時計,,どぶウサギ,,メイドと血の懐中時計,7,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,月時計　～ Lunar Dial,,どぶウサギ,,月時計　～ ルナ・ダイアル,8,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,亡き王女の為のセクテット,,どぶウサギ,,亡き王女の為のセプテット,9,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,亡き王女の為のデジロック,,どぶウサギ,,亡き王女の為のセプテット,10,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,紅楼　～ Scarlet in the Dream,,どぶウサギ,,紅楼　～ Eastern Dream...,11,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-1,紅魔狂死曲　～ UNknown Girl,,どぶウサギ,,U.N.オーエンは彼女なのか？,12,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-10,春の湊に　～ Finding shiners,,どぶウサギ,,春の湊に,1,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-10,小さな小さな賢将　～ Spirit of Reepicheep,,どぶウサギ,,小さな小さな賢将,2,博麗神社例大祭10
dBu music,大弾奏結界 総集篇纂組曲～The Suite～ DISC-10,置き傘妖怪囃子,,どぶウサギ,,万年置き傘にご注意を,3,博麗神社例大祭10
