circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
Amateras Records,Radical Destruction,Fighter Girl,F9,Tomoya,海兎,上海紅茶館　～ Chinese Tea,1,コミックマーケット84
Amateras Records,Radical Destruction,Secret Melody,築山さえ,Tracy,M.I.O,ルーネイトエルフ,2,コミックマーケット84
Amateras Records,Radical Destruction,Luv For U,KUMI(ヲタみん),Tracy,海兎,U.N.オーエンは彼女なのか？,3,コミックマーケット84
Amateras Records,Radical Destruction,ふわり日和,ほたる,MiYAMO,M.I.O,おてんば恋娘,4,コミックマーケット84
Amateras Records,Radical Destruction,Tear Rain,えみぃ,cYsmix,みずよし,魔法少女達の百年祭,5,コミックマーケット84
Amateras Records,Radical Destruction,Impact Factor,miko,天音,海兎,妖魔夜行,6,コミックマーケット84
Amateras Records,Radical Destruction,Knowledge Chronicle,ほたる,MARIN,海兎,ラクトガール　～ 少女密室,7,コミックマーケット84
Amateras Records,Radical Destruction,Important Lie,茶太,Tracy,ほたる,亡き王女の為のセプテット,8,コミックマーケット84
Amateras Records,Radical Destruction,十六夜心,築山さえ,cittan*,ほたる,メイドと血の懐中時計,9,コミックマーケット84
Amateras Records,Radical Destruction,Another Frontier,黒崎朔夜,Tracy,海兎,紅楼　～ Eastern Dream...,10,コミックマーケット84
