circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Intro　～ Brilliant Blood Bless,,Nanasy,,赤より紅い夢,1,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Transylvania,che：櫻井,ハム,青時,亡き王女の為のセプテット,2,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Gan Eden,野瀬冬弥,ハム,azuki,U.N.オーエンは彼女なのか？,3,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,常夏エルフ de ココナッツ,とのん,Bizen,マキ,ルーネイトエルフ,4,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,恋々ろじっく,栗プリン,ハム,青時,おてんば恋娘,5,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,6月の花束,セリユ,Nanasy,よっきー,上海紅茶館　～ Chinese Tea,6,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Interlude,,Takayan,,妖魔夜行,7,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,One Day Diary-Takayan Remember Remix-,結城京華,Takayan,結城京華,ラクトガール　～ 少女密室,8,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Scarlet Myrtle,とのん,梨本うい,恣意セシル,亡き王女の為のセプテット,9,コミックマーケット78
Like a rabbit,紅染めの十字架　～ Brilliant Blood Bless,Scarlet Underworld,Cathy,Nanasy,ささら,紅楼　～ Eastern Dream...,10,コミックマーケット78
