circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
A-One,REVERSE IDEOLOGIE,God Blaster,越田Rute隆人,Yassie:ELEMENTAS,Yassie,古きユアンシェン,1,博麗神社例大祭11
A-One,REVERSE IDEOLOGIE,Squall～type R～,越田Rute隆人,ELEMENTAS,Rute,オリジナル,2,博麗神社例大祭11
A-One,REVERSE IDEOLOGIE,Native Beat,越田Rute隆人:あき(はにーぽけっと),Yassie:ELEMENTAS,Yassie,始原のビート　～ Pristine Beat,3,博麗神社例大祭11
A-One,REVERSE IDEOLOGIE,Like a Mermaid,あき(はにーぽけっと),ELEMENTAS:LAN.na,あき(はにーぽけっと),ミストレイク:秘境のマーメイド,4,博麗神社例大祭11
A-One,REVERSE IDEOLOGIE,リバースイデオロギー,越田Rute隆人:あき(はにーぽけっと),Yassie:ELEMENTAS,Yassie,リバースイデオロギー,5,博麗神社例大祭11
A-One,REVERSE IDEOLOGIE,Time to count a relation,越田Rute隆人,Yassie:ELEMENTAS,Rute,妖々跋扈　～ Who done it!:ネクロファンタジア,6,博麗神社例大祭11
