circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
CielArc,Ancient Story,Ancient Story,ゆずり,MxRxI,ゆずり,華狭間のバトルフィールド,1,博麗神社例大祭13
CielArc,Ancient Story,Never ending,ゆずり,MxRxI,ゆずり,ネクロファンタジア,2,博麗神社例大祭13
CielArc,Ancient Story,Fragile,ゆずり,MxRxI,ゆずり,メイドと血の懐中時計:フラワリングナイト,3,博麗神社例大祭13
CielArc,Ancient Story,Star tears,ゆずり,MxRxI,ゆずり,衛星カフェテラス,4,博麗神社例大祭13
CielArc,Ancient Story,Welcome to my hell,ゆずり,MxRxI,ゆずり,星条旗のピエロ,5,博麗神社例大祭13
CielArc,Ancient Story,My precious,ゆずり,MxRxI,ゆずり,信仰は儚き人間の為に,6,博麗神社例大祭13
CielArc,Ancient Story,光の彼方へ,ゆずり,MxRxI,ゆずり,ピュアヒューリーズ　～ 心の在処,7,博麗神社例大祭13
