circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
C-CLAYS,白瓏 -HAKUROU-,The Fusion,小峠舞,あとぐる,W*M,聖徳伝説　～ True Administrator,1,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,Dear...,小峠舞,K2,W*M,東方妖々夢　～ Ancient Temple,2,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,"I don't wanna say ""It's too late""",Cherose,K2,黒岩サトシ,懐かしき東方の血　～ Old World,3,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,Sisters Rain,,ヒロポン,,亡き王女の為のセプテット,4,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,8bit レジスタンス,,けぇぽん,,リバースイデオロギー,5,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,Illusion Game,,W*M,,さくらさくら　～ Japanize Dream...,6,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,天帝Meteor,小峠舞,けぇぽん,W*M,信仰は儚き人間の為に,7,コミックマーケット91
C-CLAYS,白瓏 -HAKUROU-,残酷世界で美しく眠れ,Naru,ききぷぅ☆,ききぷぅ☆,ネクロファンタジア,8,コミックマーケット91
