circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,外連味フィクサー,小峠舞,K2,W*M,柳の下のデュラハン,1,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,Iris Joker,小峠舞,K2,W*M,死体旅行　～ Be of good cheer!,2,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,邂逅Halation,小峠舞,K2,W*M,神々が恋した幻想郷,3,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,Love Affair ～不可思議なロマンス～,小峠舞,K2,天音未優,夜空のユーフォーロマンス,4,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,Absolute to faith,小峠舞,K2,天音未優,信仰は儚き人間の為に,5,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,カコノトビラ,小峠舞,K2,W*M,幽雅に咲かせ、墨染の桜　～ Border of Life,6,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,What's Your Deep Wish?,小峠舞,K2,W*M,竹取飛翔　～ Lunatic Princess,7,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,鏡華水月,小峠舞,K2,W*M,レトロスペクティブ京都,8,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,Li-zhi Rich,小峠舞,K2,W*M,幽霊客船の時空を越えた旅,9,博麗神社秋季例大祭
C-CLAYS,輝跡Ⅲ -MemoriaⅢ-,You Reply To Me! ～ Ambience Dist.,小峠舞,K2,W*M,門前の妖怪小娘,10,博麗神社秋季例大祭
