circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
歌恋人,吸愛ラメント,吸愛ラメント,まめみ,100-200:tanigon,まめみ,亡き王女の為のセプテット,1,博麗神社例大祭11
歌恋人,吸愛ラメント,ゴシップ少女に気をつけて,まめみ,ねっぴ,まめみ,風神少女,2,博麗神社例大祭11
歌恋人,吸愛ラメント,ワンナイト・ヒロイン,まめみ,溝口ゆうま,まめみ,おてんば恋娘,3,博麗神社例大祭11
