circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
ゼッケン屋,Dry Eye Party,インビテイション,,秀三,,,1,コミックマーケット73
ゼッケン屋,Dry Eye Party,「ハイコートポロロッカ」,秀三,秀三,秀三,芥川龍之介の河童　～ Candid Friend,2,コミックマーケット73
ゼッケン屋,Dry Eye Party,「バトルフィールド・グルーヴ」,,秀三,,神さびた古戦場　～ Suwa Foughten Field,3,コミックマーケット73
ゼッケン屋,Dry Eye Party,「京都千秋」,,秀三,,レトロスペクティブ京都,4,コミックマーケット73
ゼッケン屋,Dry Eye Party,「博麗ちゃん境内から落下す」,秀三,秀三,秀三,少女綺想曲　～ Dream Battle,5,コミックマーケット73
ゼッケン屋,Dry Eye Party,「栗星(チルノと)」,,秀三,,クリスタライズシルバー,6,コミックマーケット73
ゼッケン屋,Dry Eye Party,「ヤクプリ」,秀三,秀三,秀三,厄神様の通り道　～ Dark Road,7,コミックマーケット73
ゼッケン屋,Dry Eye Party,「境界へと至る病」,秀三,秀三,秀三,ネクロファンタジア,8,コミックマーケット73
ゼッケン屋,Dry Eye Party,「バックホーム永遠亭」,,秀三,,狂気の瞳　～ Invisible Full Moon,9,コミックマーケット73
ゼッケン屋,Dry Eye Party,「シャンハイ・コーリング　～ 幻想は燃えている」,,秀三,,上海紅茶館　～ Chinese Tea,10,コミックマーケット73
ゼッケン屋,Dry Eye Party,「ミルキーウェイ(Autobahn)」,秀三,秀三,秀三,恋色マスタースパーク,11,コミックマーケット73
ゼッケン屋,Dry Eye Party,「⑨、変(こい)のセカンドライフ」,,秀三,,おてんば恋娘,12,コミックマーケット73
