circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,BEAT!,愛原佑季,平茸,千鶴,幽霊楽団　～ Phantom Ensemble,1,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,bloom again,愛原千尋,Irus,夕野ヨシミ,大神神話伝:夢殿大祀廟,2,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,SHOUT,愛原佑季,24 Bit Lolitas,千鶴,虎柄の毘沙門天,3,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,Difference of,愛原佑季,Irus,千鶴,少女幻葬　～ Necro-Fantasy,4,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,Jorney -remix ver-,愛原千尋:愛原佑季,24 Bit Lolitas,Fancymat,人形裁判　～ 人の形弄びし少女:恋色マスタースパーク,5,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,慈愛に満ちた法の世界,愛原千尋,Irus,Fancymat,感情の摩天楼　～ Cosmic Mind,6,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,When we go,愛原千尋:愛原佑季,Irus,Fancymat,小さな小さな賢将:虎柄の毘沙門天,7,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,恋乞観月花之宴,愛原佑季:うたげあんな,平茸,千鶴:うたげあんな,六十年目の東方裁判　～ Fate of Sixty Years:彼岸帰航　～ Riverside View,8,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,月夜の囁き,愛原佑季,平茸,Fancymat,月時計　～ ルナ・ダイアル,9,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,仮初神話,愛原佑季,平茸,千鶴,聖徳伝説　～ True Administrator,10,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,亡霊姫の鎮魂歌,愛原千尋,24 Bit Lolitas,Fancymat,ゴーストリード:幽雅に咲かせ、墨染の桜　～ Border of Life,11,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,SHOUT -remix ver.-,愛原佑季,24 Bit Lolitas,千鶴,虎柄の毘沙門天,12,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,Dear big sister,愛原千尋,24 Bit Lolitas,Fancymat,ハルトマンの妖怪少女,13,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,ただ、あなたを,愛原佑季,24 Bit Lolitas,夕野ヨシミ,感情の摩天楼　～ Cosmic Mind,14,博麗神社例大祭11
天然ジェミニ,東方TENJEMI Best Vol.1 -cool side-,Partner Is treasure,愛原佑季:愛原千尋,Kenji,Fancymat,恋色マスタースパーク:芥川龍之介の河童　～ Candid Friend,15,博麗神社例大祭11
