circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
セブンスヘブンMAXION,Eucharis,J.2 syndrome -rite of passage-,梨本悠里,溝口ゆうま,梨本悠里,スプートニク幻夜:ゴーストリード,1,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,precious wish-fairy live mix,梨本悠里,流歌:succubus,MAKI,神さびた古戦場　～ Suwa Foughten Field,2,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,月の隠れんぼ,梨本悠里,succubus,MAKI,いたずらに命をかけて,3,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,遠くまで,梨本悠里,やまにょん,紫季伊冬那,厄神様の通り道　～ Dark Road,4,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,キマイラはモザイクの夢をみるか?,梨本悠里,溝口ゆうま,梨本悠里,平安のエイリアン:魔界地方都市エソテリア,5,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,こころのありか-ReMIX,梨本悠里,溝口ゆうま,MAKI,少女さとり　～ 3rd eye,6,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,輝夜ちゃんの人心掌握プロジェクト,梨本悠里,やまにょん,MAKI,竹取飛翔　～ Lunatic Princess,7,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,墜闇の誓い-ReMIX,梨本悠里,kenya,MAKI,悲しき人形　～ Doll of Misery,8,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,いつかみたゆめ～Maple Dream,梨本悠里,kenya,MAKI,Maple Dream...,9,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,Harmonie-Enchanted mix,梨本悠里,五条下位:七誌,MAKI,魔法少女十字軍,10,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,akasha-simulater,梨本悠里:大瀬良あい,溝口ゆうま,MAKI,Strawberry Crisis!!,11,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,Dream Catcher,梨本悠里,椎名うめ,椎名うめ,ラクトガール　～ 少女密室,12,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,解離性アイライン,梨本悠里,kenya,MAKI,いざ、倒れ逝くその時まで,13,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,end one's life-solo ReMIX,梨本悠里,kenya,梨本悠里,亡き王女の為のセプテット,14,博麗神社例大祭12
セブンスヘブンMAXION,Eucharis,桜の記憶,梨本悠里,鯛の小骨,鯛の小骨,幽雅に咲かせ、墨染の桜　～ Border of Life,15,博麗神社例大祭12
