circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
Like a rabbit,Do You Like Rabbit?,Start-Up,,Nanasy,,童祭　～ Innocent Treasures,1,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,U.N.Plain,,Nanasy,,プレインエイジア:U.N.オーエンは彼女なのか？,2,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,お宇佐さまの素い幡,,takayan,,お宇佐さまの素い幡,3,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,あなたと共に・・・,柊莉杏,Nanasy,Nanasy,ヴォヤージュ1969:幽霊楽団　～ Phantom Ensemble,4,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,月まで届け、この音色,,Nanasy,,月まで届け、不死の煙,5,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,狂気の瞳　～ Invisible Full Moon,,takayan,,狂気の瞳　～ Invisible Full Moon,6,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,Only Marisa,たっつー,Nanasy,たっつー:Nanasy,恋色マスタースパーク:少女綺想曲　～ Dream Battle,7,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,天空のカフェテラス,,Nanasy,,天空の花の都:衛星カフェテラス,8,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,Lunar Rabbit,空兎,Nanasy,Nanasy,狂気の瞳　～ Invisible Full Moon,9,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,インドのTablaで月見草,,Nanasy,,月見草,10,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,あなたと共に・・・-instrumental-,,Nanasy,,ヴォヤージュ1969:幽霊楽団　～ Phantom Ensemble,11,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,Only Marisa-instrumental-,,Nanasy,,恋色マスタースパーク:少女綺想曲　～ Dream Battle,12,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,Lunar Rabbit-instrumental-,,Nanasy,,狂気の瞳　～ Invisible Full Moon,13,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,Outro　～ ZUN様ありがとう,,Nanasy,,竹取飛翔　～ Lunatic Princess,14,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,and more・・・1,,,,その他,15,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,and more・・・2,,,,その他,16,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,and more・・・3,,,,その他,17,サンシャインクリエイション40
Like a rabbit,Do You Like Rabbit?,and more・・・4,,,,その他,18,サンシャインクリエイション40
