circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
セブンスヘブンMAXION,Deja-vu,私たちは幻想のなかで,yuko,succubus,MAKI,春色小径　～ Colorful Path:オリエンタルダークフライト,1,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,Gate of Forbidden,riraka,succubus,MAKI,禁じざるをえない遊戯,2,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,REVERSE IDENTITY,大瀬良レゾンデートル,やまにょん ,MAKI,リバースイデオロギー,3,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,Don't look Eyes,雪野梨沙,succubus,MAKI,シンデレラケージ　～ Kagome-Kagome,4,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,革命クラマーレ,小田ユウ,succubus,MAKI,聖徳伝説　～ True Administrator,5,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,ミラクル,ちろ,溝口ゆうま ,MAKI,イザナギオブジェクト,6,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,Attack on Strahl,謎の人物Ｋ,succubus,MAKI,魔法使いの憂鬱,7,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,Under midnight,久猫あむ,succubus,MAKI,エニグマティクドール　～ God Knows,8,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,夕空デイズ,大瀬良あい,浅野五郎,MAKI,華のさかづき大江山,9,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,七曜サーキュレーション,コツキミヤ,kenya,MAKI,ラクトガール　～ 少女密室,10,コミックマーケット87
セブンスヘブンMAXION,Deja-vu,YYワンウェイ☆トラフィック,七誌:めらみぽっぷ,七誌,MAKI,恋色マスタースパーク:ヴワル魔法図書館:ブクレシュティの人形師,11,コミックマーケット87
