circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,東方地雷女　～早苗 the サークルクラッシャー～,miko:小宮真央:大瀬良あい,溝口ゆうま,溝口ゆうま,信仰は儚き人間の為に,1,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,黒歴史フォトグラフ,小宮真央,溝口ゆうま,溝口ゆうま,大神神話伝,2,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,Alice into the ruin,ちろ。:ポレオ,溝口ゆうま,溝口ゆうま,プラスチックマインド,3,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,ピンキー・ロリータ　～動きすぎ大図書館～,℃iel,溝口ゆうま,溝口ゆうま,ラクトガール　～ 少女密室,4,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,天然養殖オンリー・ガール,紫季伊冬耶:平康臣,溝口ゆうま,溝口ゆうま,信仰は儚き人間の為に,5,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,肉食清楚アリジゴク,まめみ,溝口ゆうま,溝口ゆうま,妖魔夜行,6,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,恋愛的☆モラトリアム,浅倉小春:大瀬良あい,溝口ゆうま,溝口ゆうま,恋色マスタースパーク,7,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,東方モテナイ2014,しゃばだば:まめみ,溝口ゆうま,溝口ゆうま:大瀬良あい,緑眼のジェラシー,8,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,東方地雷女　～早苗 the サークルクラッシャー～(inst),,溝口ゆうま,,信仰は儚き人間の為に,9,博麗神社例大祭11
M.H.S,東方地雷女！ -TOHO CIRCLE CLASHEEEEEER-,恋愛的☆モラトリアム (inst),,溝口ゆうま,,恋色マスタースパーク,10,博麗神社例大祭11
