circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
GET IN THE RING,Affections,Lightning affection,みぃ,GCHM,Jell,黒い海に紅く　～ Legendary Fish:有頂天変　～ Wonderful Heaven,1,コミックマーケット80
GET IN THE RING,Affections,花は桜木、人は風,みぃ,GCHM,Jell:Asenaria,東方妖々夢　～ Ancient Temple:広有射怪鳥事　～ Till When?:アルティメットトゥルース:幽雅に咲かせ、墨染の桜　～ Border of Life:ボーダーオブライフ:死霊の夜桜:ゴーストリード,2,コミックマーケット80
GET IN THE RING,Affections,帚木,みぃ:SNOW,GCHM,azuki:SNOW,旧地獄街道を行く:御伽の国の鬼が島　～ Missing Power,3,コミックマーケット80
GET IN THE RING,Affections,青色スペースタイム,みぃ,GCHM,青時,スカイルーイン:時代親父とハイカラ少女:幽霊客船の時空を越えた旅:キャプテン・ムラサ,4,コミックマーケット80
GET IN THE RING,Affections,ハウリング,みぃ,GCHM,Jell,竹取飛翔　～ Lunatic Princess:月まで届け、不死の煙,5,コミックマーケット80
GET IN THE RING,Affections,TIME,みぃ,GCHM,GCHM,上海紅茶館　～ Chinese Tea:月時計　～ ルナ・ダイアル,6,コミックマーケット80
GET IN THE RING,Affections,Lightning affection-Instrumental-,,GCHM,,黒い海に紅く　～ Legendary Fish:有頂天変　～ Wonderful Heaven,7,コミックマーケット80
GET IN THE RING,Affections,花は桜木、人は風-Instrumental-,,GCHM,,東方妖々夢　～ Ancient Temple:広有射怪鳥事　～ Till When?:アルティメットトゥルース:幽雅に咲かせ、墨染の桜　～ Border of Life:ボーダーオブライフ:死霊の夜桜:ゴーストリード,8,コミックマーケット80
GET IN THE RING,Affections,帚木-Instrumental-,,GCHM,,旧地獄街道を行く:御伽の国の鬼が島　～ Missing Power,9,コミックマーケット80
GET IN THE RING,Affections,青色スペースタイム-Instrumental-,,GCHM,,スカイルーイン:時代親父とハイカラ少女:幽霊客船の時空を越えた旅:キャプテン・ムラサ,10,コミックマーケット80
GET IN THE RING,Affections,ハウリング-Instrumental-,,GCHM,,竹取飛翔　～ Lunatic Princess:月まで届け、不死の煙,11,コミックマーケット80
GET IN THE RING,Affections,TIME-Instrumental-,,GCHM,,上海紅茶館　～ Chinese Tea:月時計　～ ルナ・ダイアル,12,コミックマーケット80
