circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
Live in Lab,"東方研究所住まい","少女秘封倶楽部","",,,,1,
Live in Lab,"東方研究所住まい","ボーダーオブライフ","",,,,2,
Live in Lab,"東方研究所住まい","無何有の郷","",,,,3,
Live in Lab,"東方研究所住まい","上海紅茶館","",,,,4,
Live in Lab,"東方研究所住まい","EX1","",,,,5,
Live in Lab,"東方研究所住まい","EX2","",,,,6,
