circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
Rico Rico Alice,"Touhou DX EMPRESS","Proof of theexistence-緑のリグル-","",,,,1,
Rico Rico Alice,"Touhou DX EMPRESS","懐かしきクリオネの血　～ Sea Angel","",,,,2,
Rico Rico Alice,"Touhou DX EMPRESS","全幻想史　～ All history","",,,,3,
Rico Rico Alice,"Touhou DX EMPRESS","Unknown Exe","",,,,4,
Rico Rico Alice,"Touhou DX EMPRESS","THE ALICE","",,,,5,
Rico Rico Alice,"Touhou DX EMPRESS","NEW ROTATION-もう、廻るしかできない-","",,,,6,
