circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
DDBY,秘封旅行記,新緑園,,Bizen,,夜が降りてくる　～ Evening Star,1,博麗神社例大祭11
DDBY,秘封旅行記,ドルフィンレイク,,Bizen,,童祭 ～ Innocent Treasures,2,博麗神社例大祭11
DDBY,秘封旅行記,紅い洋館,,Bizen,,上海紅茶館　～ Chinese Tea,3,博麗神社例大祭11
DDBY,秘封旅行記,灰の巨塔,,Bizen,,科学世紀の少年少女,4,博麗神社例大祭11
DDBY,秘封旅行記,月面エスカレーター,,Bizen,,華胥の夢,5,博麗神社例大祭11
DDBY,秘封旅行記,クレーターゾーン,,Bizen,,幻想機械　～ Phantom Factory,6,博麗神社例大祭11
DDBY,秘封旅行記,クレーター内部にて,,Bizen,,夢と現の境界,7,博麗神社例大祭11
