circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
SWING HOLIC,VOL.15,Double Dealing,,Swing Holic Band,,不思議なお祓い棒,1,博麗神社例大祭12
SWING HOLIC,VOL.15,リバースパラダイス,ハレルヤシスターズ,Swing Holic Band,TETRA塾,空中に沈む輝針城:リバースイデオロギー,2,博麗神社例大祭12
SWING HOLIC,VOL.15,少女の夢,A～YA,Swing Holic Band,TETRA塾,輝く針の小人族　～ Little Princess,3,博麗神社例大祭12
SWING HOLIC,VOL.15,Full Moon Wolf,,atabo,,孤独なウェアウルフ,4,博麗神社例大祭12
SWING HOLIC,VOL.15,ライジン,MEG NATLEY,atabo,TETRA塾,始原のビート　～ Pristine Beat,5,博麗神社例大祭12
SWING HOLIC,VOL.15,九十九ノ神,,atabo,,幻想浄瑠璃,6,博麗神社例大祭12
SWING HOLIC,VOL.15,mermaid girl,,atabo,,秘境のマーメイド,7,博麗神社例大祭12
SWING HOLIC,VOL.15,上弦の月,SYO,atabo,TETRA塾,魔力の雷雲,8,博麗神社例大祭12
SWING HOLIC,VOL.15,Dullahan,SYO,Swing Holic Band,TETRA塾,柳の下のデュラハン,9,博麗神社例大祭12
SWING HOLIC,VOL.15,Magical Storm,,Oh-ma,,マジカルストーム,10,博麗神社例大祭12
SWING HOLIC,VOL.15,無限ファンシー,A～YA,Swing Holic Band,TETRA塾,ミストレイク,11,博麗神社例大祭12
SWING HOLIC,VOL.15,輝-HIKARI,A～YA,Swing Holic Band,A～YA,オリジナル,12,博麗神社例大祭12
