circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
凋叶棕,虚,パラノイドガール,めらみぽっぷ,RD-Sounds,RD-Sounds,ラストリモート,1,コミックマーケット91
凋叶棕,虚,イージーアンサー,,RD-Sounds,,少女さとり　～ 3rd eye,2,コミックマーケット91
凋叶棕,虚,ロスト・■,めらみぽっぷ,RD-Sounds,RD-Sounds,ハルトマンの妖怪少女,3,コミックマーケット91
