circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
凋叶棕,奉,Insert Coin(s),,RD-Sounds,,テーマ・オブ・イースタンストーリー,1,コミックマーケット87
凋叶棕,奉,紅魔 「Un-demystified Fantasy」,めらみぽっぷ,RD-Sounds,RD-Sounds,Demystify Feast:二色蓮花蝶　～ Red and White,2,コミックマーケット87
凋叶棕,奉,妖々 「全て桜の下に」,Φ串Φ,RD-Sounds,RD-Sounds,アルティメットトゥルース:ボーダーオブライフ,3,コミックマーケット87
凋叶棕,奉,永夜 「Imperishable Challengers」,めらみぽっぷ,RD-Sounds,RD-Sounds,月見草:竹取飛翔　～ Lunatic Princess,4,コミックマーケット87
凋叶棕,奉,花映「タマシイノハナ」,めらみぽっぷ,RD-Sounds,RD-Sounds,魂の花　～ Another Dream...:花は幻想のままに,5,コミックマーケット87
凋叶棕,奉,風神 「ブレイブ・ガール」,めらみぽっぷ,RD-Sounds,RD-Sounds,少女が見た日本の原風景:信仰は儚き人間の為に,6,コミックマーケット87
凋叶棕,奉,地霊 「幻想郷縁起　封ジラレシ妖怪達之頁」,めらみぽっぷ,RD-Sounds,RD-Sounds,暗闇の風穴,7,コミックマーケット87
凋叶棕,奉,星蓮 「ウルワシのベントラー」,めらみぽっぷ,RD-Sounds,RD-Sounds,春の湊に,8,コミックマーケット87
凋叶棕,奉,神霊 「死せる哲学の袂」,Φ串Φ,RD-Sounds,RD-Sounds,デザイアドライブ,9,コミックマーケット87
凋叶棕,奉,輝針 「セイギノミカタ」,めらみぽっぷ,RD-Sounds,RD-Sounds,輝く針の小人族　～ Little Princess,10,コミックマーケット87
凋叶棕,奉,「テーマ・オブ・カーテンファイアーシューターズ」 -History 2/3-,めらみぽっぷ,RD-Sounds,RD-Sounds,テーマ・オブ・イースタンストーリー,11,コミックマーケット87
