circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
凋叶棕,掲,始符「博麗命名決闘法布告ノ儀」,めらみぽっぷ,RD-Sounds,RD-Sounds,東方怪奇談:少女綺想曲　～ Capriccio:少女綺想曲　～ Dream Battle:赤より紅い夢,1,博麗神社例大祭13
凋叶棕,掲,禁符「フォービドゥン・ゲーム」,nayuta,RD-Sounds,RD-Sounds,U.N.オーエンは彼女なのか？,2,博麗神社例大祭13
凋叶棕,掲,契符「狐憑顕現の祭祀」,,RD-Sounds,,少女幻葬　～ Necro-Fantasy,3,博麗神社例大祭13
凋叶棕,掲,薬符「フォッシライズドギャラクシー」,,RD-Sounds,,ヴォヤージュ1969,4,博麗神社例大祭13
凋叶棕,掲,蝕符「スイート・ポイズン」,nayuta,RD-Sounds,RD-Sounds,ポイズンボディ　～ Forsaken Doll,5,博麗神社例大祭13
凋叶棕,掲,祭符「神遊びの唄」,めらみぽっぷ,RD-Sounds,RD-Sounds,明日ハレの日、ケの昨日:ネイティブフェイス,6,博麗神社例大祭13
凋叶棕,掲,核符「ミライノエネルギー」,めらみぽっぷ,RD-Sounds,RD-Sounds,霊知の太陽信仰　～ Nuclear Fusion,7,博麗神社例大祭13
凋叶棕,掲,惑符「ナイトクロウラー」,めらみぽっぷ,RD-Sounds,RD-Sounds,平安のエイリアン,8,博麗神社例大祭13
凋叶棕,掲,邪符「ハオシャオグイ」,3L,RD-Sounds,RD-Sounds,古きユアンシェン:デザイアドライブ,9,博麗神社例大祭13
凋叶棕,掲,逆符「前退後進」,,RD-Sounds,,リバースイデオロギー,10,博麗神社例大祭13
凋叶棕,掲,獄符「レストレスコンフィネーション」,,RD-Sounds,,星条旗のピエロ,11,博麗神社例大祭13
凋叶棕,掲,無題「空飛ぶ巫女と普通の魔法使いのいつもの毎日」,めらみぽっぷ,RD-Sounds,RD-Sounds,恋色マスタースパーク,12,博麗神社例大祭13
