circle,album,title,vocalists,arrangers,lyricists,original_songs,track_number,event
Silver Forest,Vermillion Summer,1st sight,さゆり,NYO,Silver Forest,幽霊客船の時空を越えた旅:キャプテン・ムラサ,1,コミックマーケット80
Silver Forest,Vermillion Summer,萃夢想歌,なつみ,NYO,NYO,東方萃夢想:砕月,2,コミックマーケット80
Silver Forest,Vermillion Summer,葵,さゆり,Silver Forest,暁しえ,少女が見た日本の原風景,3,コミックマーケット80
Silver Forest,Vermillion Summer,Breath,さゆり,K-MASERA,ktr,フォールオブフォール　～ 秋めく滝,4,コミックマーケット80
Silver Forest,Vermillion Summer,Life goes on,あやや,Silver Forest,Silver Forest,閉ざせし雲の通い路,5,コミックマーケット80
Silver Forest,Vermillion Summer,sweetest one,なつみ,NYO,なつみ,お宇佐さまの素い幡,6,コミックマーケット80
Silver Forest,Vermillion Summer,Plastic Mountain,あやや,Silver Forest,Silver Forest,妖怪の山　～ Mysterious Mountain,7,コミックマーケット80
Silver Forest,Vermillion Summer,星の砂,さゆり,NYO,Silver Forest,夜空のユーフォーロマンス,8,コミックマーケット80
Silver Forest,Vermillion Summer,Black Destiny(Remix),なつみ,KaNa,Silver Forest,運命のダークサイド,9,コミックマーケット80
Silver Forest,Vermillion Summer,I'll,アキ(Silver Forest),NYO,Silver Forest,ラクトガール　～ 少女密室,10,コミックマーケット80
