circle,album,title,vocalist,arranger,lyricist,original_songs,track_number,event
C-CLAYS,輝跡 -Memoria-,曖昧スナイパー,小峠舞,K2,W*M,虎柄の毘沙門天,1,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,空振りサディスティック,小峠舞,K2,W*M,平安のエイリアン,2,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,純真 Velvet,小峠舞,K2,W*M,エクステンドアッシュ　～ 蓬莱人,3,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,Seventh Trick Over Night,小峠舞,K2,W*M,プレインエイジア,4,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,狂奔Matter,小峠舞,K2,W*M,霊知の太陽信仰　～ Nuclear Fusion,5,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,CalmDagger,小峠舞,K2,W*M,フラワリングナイト,6,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,Mad As Hell,小峠舞,K2,天音未優,感情の摩天楼　～ Cosmic Mind,7,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,TeTracTys,小峠舞,K2,W*M,リーインカーネイション,8,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,Whirling Truth,小峠舞,K2,W*M,厄神様の通り道　～ Dark Road,9,コミックマーケット85
C-CLAYS,輝跡 -Memoria-,Spring Shower,小峠舞,K2,W*M,ネクロファンタジア,10,コミックマーケット85
